연도,월,시도,최고기온,평균기온,평균습도,월강수합계,기온일교차,시도_매핑,변압기화재건수
2021,8,부산,32.7,25.574193548387097,86.16129032258064,346.9,4.474193548387097,부산,1
2021,8,서울,31.5,24.74516129032258,78.6774193548387,284.6,6.9,서울,1
2021,8,세종,34.2,25.18064516129032,79.09677419354838,275.59999999999997,7.551612903225807,,0
2021,8,울산,32.2,24.919354838709676,86.09677419354838,471.0,5.851612903225806,,0
2021,8,인천,31.6,24.929032258064513,80.58064516129032,286.7,6.103225806451613,인천,1
2021,8,전남,32.2,26.154838709677417,83.90322580645162,232.3,5.116129032258065,전남,1
2021,8,전북,34.4,25.406451612903226,83.06451612903226,328.5,7.458064516129032,,0
2021,8,제주,31.3,26.519354838709678,87.7741935483871,408.7,4.283870967741936,,0
2021,8,충남,33.5,24.851612903225806,77.87096774193549,252.29999999999998,7.774193548387097,,0
2021,8,충북,36.3,25.483870967741936,77.51612903225806,251.29999999999998,7.883870967741935,,0
2021,9,강원,28.2,20.6,80.73333333333333,189.9,8.56,강원,1
2021,9,경기,27.6,21.016666666666666,78.86666666666666,165.6,7.513333333333333,,0
2021,9,경남,28.8,22.376666666666665,82.23333333333333,184.3,5.766666666666667,,0
2021,9,경북,28.0,20.336666666666666,80.53333333333333,154.7,6.9399999999999995,,0
2021,9,광주,29.3,22.290000000000003,81.93333333333334,153.8,7.496666666666666,,0
2021,9,대구,29.4,21.636666666666667,82.53333333333333,120.6,7.260000000000001,,0
2021,9,대전,27.6,21.183333333333334,79.8,183.4,7.403333333333333,,0
2021,9,부산,27.4,22.46333333333333,82.0,212.79999999999998,4.763333333333334,,0
2021,9,서울,28.4,21.113333333333333,78.33333333333333,176.8,7.586666666666667,,0
2021,9,세종,28.5,21.509999999999998,79.46666666666667,195.6,7.779999999999999,,0
2021,9,울산,28.5,21.663333333333334,83.0,221.6,5.95,,0
2021,9,인천,28.2,21.58,77.86666666666666,150.2,6.816666666666666,,0
2021,9,전남,27.9,22.783333333333335,83.1,176.5,5.086666666666667,,0
2021,9,전북,29.3,22.403333333333332,79.4,203.2,7.676666666666667,,0
2021,9,제주,30.5,24.053333333333335,87.43333333333334,568.6,4.07,,0
2021,9,충남,27.8,21.053333333333335,79.7,180.4,7.626666666666666,,0
2021,9,충북,28.0,21.516666666666666,79.8,185.3,7.9,,0
2021,10,강원,27.1,14.009677419354839,79.16129032258064,70.1,9.138709677419355,,0
2021,10,경기,27.2,14.083870967741936,76.87096774193549,61.4,8.816129032258065,,0
2021,10,경남,27.5,17.04516129032258,74.6774193548387,31.8,8.135483870967741,,0
2021,10,경북,27.4,14.67741935483871,77.51612903225806,62.900000000000006,8.793548387096775,,0
2021,10,광주,28.6,15.719354838709679,77.09677419354838,41.0,10.338709677419354,,0
2021,10,대구,29.5,16.04193548387097,76.58064516129032,58.8,9.748387096774193,,0
2021,10,대전,28.9,14.609677419354838,75.7741935483871,42.300000000000004,9.438709677419356,,0
2021,10,부산,26.1,17.103225806451615,76.35483870967742,30.0,7.83225806451613,,0
2021,10,서울,26.7,14.006451612903225,77.0,67.7,8.606451612903227,,0
2021,10,세종,29.0,14.8,76.2258064516129,45.0,9.600000000000001,,0
2021,10,울산,28.8,16.26451612903226,76.96774193548387,66.3,9.02258064516129,,0
2021,10,인천,25.9,14.73225806451613,75.29032258064517,53.8,7.635483870967741,,0
2021,10,전남,27.8,17.04516129032258,77.90322580645162,33.6,6.958064516129032,,0
2021,10,전북,29.6,15.716129032258063,75.80645161290323,43.8,9.509677419354839,,0
2021,10,제주,30.2,18.970967741935485,80.3225806451613,69.39999999999999,5.17741935483871,,0
2021,10,충남,28.6,14.448387096774193,75.83870967741936,46.199999999999996,8.951612903225806,,0
2021,10,충북,29.2,15.01290322580645,75.29032258064517,42.9,9.332258064516129,,0
2021,11,강원,19.9,5.916666666666667,73.8,43.1,9.983333333333333,,0
2021,11,경기,19.5,6.463333333333334,75.73333333333333,59.9,9.746666666666666,경기,2
2021,11,경남,20.2,10.389999999999999,66.53333333333333,43.300000000000004,9.49,,0
